date,,Landlords,Neoclouds,Server providers
2025-07-09,Neoclouds,0.40095659416951784,0.9999999999999996,0.5857389913194695
2025-07-09,Server providers,0.5148258983921887,0.5857389913194695,0.9999999999999987
2025-07-10,Landlords,1.0000000000000002,0.3876399578310037,0.508710911912601
2025-07-10,Neoclouds,0.3876399578310037,0.9999999999999996,0.5752614418296997
2025-07-10,Server providers,0.508710911912601,0.5752614418296997,0.9999999999999987
2025-07-11,Landlords,1.0000000000000004,0.39340903626019713,0.5074002353345006
2025-07-11,Neoclouds,0.39340903626019713,0.9999999999999996,0.6038178928514004
2025-07-11,Server providers,0.5074002353345006,0.6038178928514004,0.9999999999999987
2025-07-14,Landlords,1.0000000000000002,0.38493816835693134,0.5222682804602164
2025-07-14,Neoclouds,0.38493816835693134,0.9999999999999996,0.6000180437003897
2025-07-14,Server providers,0.5222682804602164,0.6000180437003897,0.9999999999999987
2025-07-15,Landlords,1.0000000000000002,0.3905425592738373,0.558767894351479
2025-07-15,Neoclouds,0.3905425592738373,0.9999999999999998,0.5942005709125754
2025-07-15,Server providers,0.558767894351479,0.5942005709125754,0.999999999999999
2025-07-16,Landlords,1.0000000000000002,0.3924929188745921,0.5492213212103693
2025-07-16,Neoclouds,0.3924929188745921,0.9999999999999996,0.6003820520780733
2025-07-16,Server providers,0.5492213212103693,0.6003820520780733,0.9999999999999988
2025-07-17,Landlords,1.0000000000000002,0.36835588251200907,0.5451323968427115
2025-07-17,Neoclouds,0.36835588251200907,0.9999999999999993,0.5767236244915759
2025-07-17,Server providers,0.5451323968427115,0.5767236244915759,0.9999999999999986
2025-07-18,Landlords,1.0000000000000004,0.3440366051586125,0.5045845453085821
2025-07-18,Neoclouds,0.3440366051586125,0.9999999999999998,0.5203321684813652
2025-07-18,Server providers,0.5045845453085821,0.5203321684813652,0.9999999999999988
2025-07-21,Landlords,1.0000000000000002,0.3231397700068066,0.43297729174038957
2025-07-21,Neoclouds,0.3231397700068066,0.9999999999999996,0.5151759220739074
2025-07-21,Server providers,0.43297729174038957,0.5151759220739074,0.9999999999999989
2025-07-22,Landlords,1.0000000000000002,0.2863815380722674,0.31173886361844894
2025-07-22,Neoclouds,0.2863815380722674,0.9999999999999996,0.5279015549119225
2025-07-22,Server providers,0.31173886361844894,0.5279015549119225,0.9999999999999987
2025-07-23,Landlords,1.0000000000000002,0.2925004300740042,0.29756118122555014
2025-07-23,Neoclouds,0.2925004300740042,0.9999999999999993,0.5193669674501646
2025-07-23,Server providers,0.29756118122555014,0.5193669674501646,0.999999999999999
2025-07-24,Landlords,1.0000000000000002,0.2981081144765212,0.3002543172950592
2025-07-24,Neoclouds,0.2981081144765212,0.9999999999999993,0.5222185350949455
2025-07-24,Server providers,0.3002543172950592,0.5222185350949455,0.9999999999999988
2025-07-25,Landlords,0.9999999999999999,0.2978186400764971,0.29024857156073214
2025-07-25,Neoclouds,0.2978186400764971,0.9999999999999994,0.5040854759939497
2025-07-25,Server providers,0.29024857156073214,0.5040854759939497,0.9999999999999988
2025-07-28,Landlords,0.9999999999999997,0.2913987686421905,0.29456950871449583
2025-07-28,Neoclouds,0.2913987686421905,0.9999999999999994,0.4808937496375127
2025-07-28,Server providers,0.29456950871449583,0.4808937496375127,0.999999999999999
2025-07-29,Landlords,0.9999999999999997,0.29000563190112005,0.2967723974637909
2025-07-29,Neoclouds,0.29000563190112005,0.9999999999999996,0.4848651088535473
2025-07-29,Server providers,0.2967723974637909,0.4848651088535473,0.9999999999999988
2025-07-30,Landlords,0.9999999999999999,0.29881685844013883,0.30201547003057705
2025-07-30,Neoclouds,0.29881685844013883,0.9999999999999996,0.4688524781154901
2025-07-30,Server providers,0.30201547003057705,0.4688524781154901,0.9999999999999988
2025-07-31,Landlords,1.0,0.2947491826888179,0.2844706501349046
2025-07-31,Neoclouds,0.2947491826888179,0.9999999999999993,0.4460788351603118
2025-07-31,Server providers,0.2844706501349046,0.4460788351603118,0.9999999999999991
2025-08-01,Landlords,1.0000000000000002,0.3306864183983152,0.34337176525741475
2025-08-01,Neoclouds,0.3306864183983152,0.9999999999999993,0.49481003870619866
2025-08-01,Server providers,0.34337176525741475,0.49481003870619866,0.9999999999999989
2025-08-04,Landlords,1.0,0.33235171176641176,0.3449361908931894
2025-08-04,Neoclouds,0.33235171176641176,0.9999999999999993,0.497075575326903
2025-08-04,Server providers,0.3449361908931894,0.497075575326903,0.9999999999999989
2025-08-05,Landlords,1.0,0.33034939630101245,0.3401670933272582
2025-08-05,Neoclouds,0.33034939630101245,0.9999999999999992,0.49354304633704793
2025-08-05,Server providers,0.3401670933272582,0.49354304633704793,0.9999999999999989
2025-08-06,Landlords,0.9999999999999999,0.33498878478962707,0.3398717995135397
2025-08-06,Neoclouds,0.33498878478962707,0.9999999999999998,0.4890166705021239
2025-08-06,Server providers,0.3398717995135397,0.4890166705021239,0.9999999999999991
2025-08-07,Landlords,1.0000000000000002,0.3493716967847992,0.3724502404512673
2025-08-07,Neoclouds,0.3493716967847992,0.9999999999999993,0.43881387765189944
2025-08-07,Server providers,0.3724502404512673,0.43881387765189944,0.9999999999999987
2025-08-08,Landlords,1.0000000000000002,0.32498087264610115,0.337062972283015
2025-08-08,Neoclouds,0.32498087264610115,0.9999999999999993,0.42657259583925256
2025-08-08,Server providers,0.337062972283015,0.42657259583925256,0.9999999999999989
2025-08-11,Landlords,1.0,0.3311698033170741,0.35334369105848307
2025-08-11,Neoclouds,0.3311698033170741,0.9999999999999993,0.42364803164522097
2025-08-11,Server providers,0.35334369105848307,0.42364803164522097,0.9999999999999989
2025-08-12,Landlords,0.9999999999999999,0.3347126392483376,0.3591825037284399
2025-08-12,Neoclouds,0.3347126392483376,0.9999999999999993,0.42555374558399406
2025-08-12,Server providers,0.3591825037284399,0.42555374558399406,0.9999999999999991
2025-08-13,Landlords,0.9999999999999997,0.2865267824726539,0.346695142244609
2025-08-13,Neoclouds,0.2865267824726539,0.9999999999999993,0.408972827120367
2025-08-13,Server providers,0.346695142244609,0.408972827120367,0.9999999999999991
2025-08-14,Landlords,0.9999999999999999,0.2893446414342074,0.3499868482533844
2025-08-14,Neoclouds,0.2893446414342074,0.9999999999999993,0.4223370684645935
2025-08-14,Server providers,0.3499868482533844,0.4223370684645935,0.9999999999999988
2025-08-15,Landlords,1.0000000000000002,0.2940490690766703,0.3534885546264845
2025-08-15,Neoclouds,0.2940490690766703,0.9999999999999993,0.41654458065434175
2025-08-15,Server providers,0.3534885546264845,0.41654458065434175,0.9999999999999989
2025-08-18,Landlords,1.0000000000000002,0.3211263052503634,0.34465116793042516
2025-08-18,Neoclouds,0.3211263052503634,0.9999999999999994,0.45358005788348027
2025-08-18,Server providers,0.34465116793042516,0.45358005788348027,0.9999999999999989
2025-08-19,Landlords,1.0,0.34675956031156435,0.3612568417916213
2025-08-19,Neoclouds,0.34675956031156435,0.9999999999999996,0.4715745066507891
2025-08-19,Server providers,0.3612568417916213,0.4715745066507891,0.9999999999999991
2025-08-20,Landlords,1.0000000000000002,0.3466676555151762,0.3622702221438501
2025-08-20,Neoclouds,0.3466676555151762,0.9999999999999996,0.45207456633640414
2025-08-20,Server providers,0.3622702221438501,0.45207456633640414,0.9999999999999991
2025-08-21,Landlords,1.0000000000000002,0.3435895652635606,0.3457911796663209
2025-08-21,Neoclouds,0.3435895652635606,0.9999999999999997,0.42665205705342746
2025-08-21,Server providers,0.3457911796663209,0.42665205705342746,0.9999999999999993
2025-08-22,Landlords,1.0,0.33660806415762906,0.3491699632472737
2025-08-22,Neoclouds,0.33660806415762906,0.9999999999999997,0.43489971841011515
2025-08-22,Server providers,0.3491699632472737,0.43489971841011515,0.9999999999999991
2025-08-25,Landlords,1.0000000000000002,0.321981992416846,0.3464540203310988
2025-08-25,Neoclouds,0.321981992416846,0.9999999999999997,0.4350313304195651
2025-08-25,Server providers,0.3464540203310988,0.4350313304195651,0.9999999999999993
2025-08-26,Landlords,1.0000000000000002,0.3128481644794035,0.33382112229159966
2025-08-26,Neoclouds,0.3128481644794035,0.9999999999999997,0.43705926075118273
2025-08-26,Server providers,0.33382112229159966,0.43705926075118273,0.9999999999999991
2025-08-27,Landlords,1.0000000000000004,0.3134835608455144,0.33725969926497273
2025-08-27,Neoclouds,0.3134835608455144,0.9999999999999996,0.44963938991804314
2025-08-27,Server providers,0.33725969926497273,0.44963938991804314,0.9999999999999991
2025-08-28,Landlords,1.0000000000000002,0.3158567254630868,0.33378053282981557
2025-08-28,Neoclouds,0.3158567254630868,0.9999999999999998,0.42867157549030777
2025-08-28,Server providers,0.33378053282981557,0.42867157549030777,0.9999999999999993
2025-08-29,Landlords,1.0000000000000004,0.312895198991564,0.3005539990077623
2025-08-29,Neoclouds,0.312895198991564,0.9999999999999997,0.3579129566215038
2025-08-29,Server providers,0.3005539990077623,0.3579129566215038,0.9999999999999994
2025-09-02,Landlords,1.0000000000000007,0.30825085022506243,0.2964598115345474
2025-09-02,Neoclouds,0.30825085022506243,0.9999999999999997,0.35625618534541403
2025-09-02,Server providers,0.2964598115345474,0.35625618534541403,0.9999999999999996
2025-09-03,Landlords,1.0000000000000007,0.3064530581231311,0.27514647047980606
2025-09-03,Neoclouds,0.3064530581231311,0.9999999999999998,0.33461235313543763
2025-09-03,Server providers,0.27514647047980606,0.33461235313543763,0.9999999999999994
2025-09-04,Landlords,1.0000000000000007,0.3103438528089707,0.26522338295487985
2025-09-04,Neoclouds,0.3103438528089707,0.9999999999999996,0.3221500539367997
2025-09-04,Server providers,0.26522338295487985,0.3221500539367997,0.9999999999999994
2025-09-05,Landlords,1.0000000000000007,0.3169695311066937,0.26887802704153985
2025-09-05,Neoclouds,0.3169695311066937,0.9999999999999996,0.3202491163759725
2025-09-05,Server providers,0.26887802704153985,0.3202491163759725,0.9999999999999999
2025-09-08,Landlords,1.0000000000000004,0.3008254090095064,0.2581952480748818
2025-09-08,Neoclouds,0.3008254090095064,0.9999999999999997,0.30978992739141814
2025-09-08,Server providers,0.2581952480748818,0.30978992739141814,0.9999999999999999
2025-09-09,Landlords,1.0000000000000007,0.5171410326019401,0.21664180900991797
2025-09-09,Neoclouds,0.5171410326019401,0.9999999999999997,0.23720795597690555
2025-09-09,Server providers,0.21664180900991797,0.23720795597690555,0.9999999999999994
2025-09-10,Landlords,1.0000000000000004,0.5365209887790017,0.2302665582942614
2025-09-10,Neoclouds,0.5365209887790017,0.9999999999999997,0.23857106854994628
2025-09-10,Server providers,0.2302665582942614,0.23857106854994628,0.9999999999999993
2025-09-11,Landlords,1.0000000000000004,0.4781394311764532,0.23978685921090362
2025-09-11,Neoclouds,0.4781394311764532,0.9999999999999997,0.20375335965886707
2025-09-11,Server providers,0.23978685921090362,0.20375335965886707,0.9999999999999993
2025-09-12,Landlords,1.0,0.4745195067233433,0.2294265604182048
2025-09-12,Neoclouds,0.4745195067233433,0.9999999999999997,0.202148348528683
2025-09-12,Server providers,0.2294265604182048,0.202148348528683,0.9999999999999996
2025-09-15,Landlords,1.0000000000000002,0.48540878143896465,0.23250496359633782
2025-09-15,Neoclouds,0.48540878143896465,0.9999999999999998,0.20526089702795203
2025-09-15,Server providers,0.23250496359633782,0.20526089702795203,0.9999999999999993
2025-09-16,Landlords,1.0000000000000002,0.4655940082255835,0.22182550057706002
2025-09-16,Neoclouds,0.4655940082255835,0.9999999999999994,0.20135472242274757
2025-09-16,Server providers,0.22182550057706002,0.20135472242274757,0.9999999999999996
2025-09-17,Landlords,1.0000000000000002,0.4629853349226228,0.21639559323824015
2025-09-17,Neoclouds,0.4629853349226228,0.9999999999999993,0.20119037620486516
2025-09-17,Server providers,0.21639559323824015,0.20119037620486516,0.9999999999999993
2025-09-18,Landlords,1.0,0.45418306090880334,0.2120992460651933
2025-09-18,Neoclouds,0.45418306090880334,0.9999999999999994,0.18293945909573536
2025-09-18,Server providers,0.2120992460651933,0.18293945909573536,0.9999999999999993
2025-09-19,Landlords,1.0000000000000004,0.4360176484369191,0.22101755322623656
2025-09-19,Neoclouds,0.4360176484369191,0.9999999999999994,0.1802432167223367
2025-09-19,Server providers,0.22101755322623656,0.1802432167223367,0.9999999999999997
2025-09-22,Landlords,1.0000000000000004,0.4378963713580765,0.22725577989068127
2025-09-22,Neoclouds,0.4378963713580765,0.9999999999999994,0.18155725561423158
2025-09-22,Server providers,0.22725577989068127,0.18155725561423158,0.9999999999999996
2025-09-23,Landlords,1.0000000000000002,0.43452294041991046,0.24648769471793258
2025-09-23,Neoclouds,0.43452294041991046,0.9999999999999997,0.1872702878365416
2025-09-23,Server providers,0.24648769471793258,0.1872702878365416,0.9999999999999997
2025-09-24,Landlords,1.0,0.4323517938969642,0.1823076713115869
2025-09-24,Neoclouds,0.4323517938969642,0.9999999999999997,0.15057004737182622
2025-09-24,Server providers,0.1823076713115869,0.15057004737182622,0.9999999999999994
2025-09-25,Landlords,1.0,0.4367032057951337,0.18795299805021104
2025-09-25,Neoclouds,0.4367032057951337,0.9999999999999997,0.15685870638124058
2025-09-25,Server providers,0.18795299805021104,0.15685870638124058,0.9999999999999993
2025-09-26,Landlords,0.9999999999999998,0.48348247151563145,0.1458364119326171
2025-09-26,Neoclouds,0.48348247151563145,0.9999999999999994,0.17148547581367973
2025-09-26,Server providers,0.1458364119326171,0.17148547581367973,0.9999999999999992
2025-09-29,Landlords,1.0,0.4943562784667957,0.15937430955873255
2025-09-29,Neoclouds,0.4943562784667957,0.9999999999999994,0.17393390221063298
2025-09-29,Server providers,0.15937430955873255,0.17393390221063298,0.9999999999999993
2025-09-30,Landlords,1.0,0.49073694703242,0.15053182876268253
2025-09-30,Neoclouds,0.49073694703242,0.9999999999999994,0.18685694366459502
2025-09-30,Server providers,0.15053182876268253,0.18685694366459502,0.9999999999999994
2025-10-01,Landlords,1.0000000000000002,0.48831653009266807,0.12982269772113594
2025-10-01,Neoclouds,0.48831653009266807,0.9999999999999998,0.17816881432139062
2025-10-01,Server providers,0.12982269772113594,0.17816881432139062,0.9999999999999996
2025-10-02,Landlords,1.0,0.4893680557290564,0.11929491271958101
2025-10-02,Neoclouds,0.4893680557290564,0.9999999999999998,0.17115546310345342
2025-10-02,Server providers,0.11929491271958101,0.17115546310345342,0.9999999999999996
2025-10-03,Landlords,1.0000000000000004,0.4955445527757264,0.1078992716781029
2025-10-03,Neoclouds,0.4955445527757264,0.9999999999999998,0.17643585785113353
2025-10-03,Server providers,0.1078992716781029,0.17643585785113353,0.9999999999999997
2025-10-06,Landlords,1.0000000000000002,0.4937988266100379,0.13313829961999937
2025-10-06,Neoclouds,0.4937988266100379,0.9999999999999998,0.1609409730412316
2025-10-06,Server providers,0.13313829961999937,0.1609409730412316,0.9999999999999999
2025-10-07,Landlords,1.0000000000000002,0.5068324149231025,0.12624443916124195
2025-10-07,Neoclouds,0.5068324149231025,0.9999999999999997,0.16996316100191455
2025-10-07,Server providers,0.12624443916124195,0.16996316100191455,0.9999999999999997
2025-10-08,Landlords,1.0000000000000002,0.5136584725655486,0.19076419444958323
2025-10-08,Neoclouds,0.5136584725655486,1.0,0.17835209030835866
2025-10-08,Server providers,0.19076419444958323,0.17835209030835866,0.9999999999999998
2025-10-09,Landlords,1.0000000000000004,0.5143929323014522,0.18215871261210848
2025-10-09,Neoclouds,0.5143929323014522,0.9999999999999997,0.15509681793048233
2025-10-09,Server providers,0.18215871261210848,0.15509681793048233,0.9999999999999998
2025-10-10,Landlords,1.0000000000000002,0.5262874532405447,0.20107164146440284
2025-10-10,Neoclouds,0.5262874532405447,1.0,0.19600221457420786
2025-10-10,Server providers,0.20107164146440284,0.19600221457420786,0.9999999999999997
2025-10-13,Landlords,1.0,0.5048497872654535,0.24064248332734295
2025-10-13,Neoclouds,0.5048497872654535,0.9999999999999997,0.23128519405769346
2025-10-13,Server providers,0.24064248332734295,0.23128519405769346,0.9999999999999999
2025-10-14,Landlords,1.0,0.49889345133807705,0.2438171201437013
2025-10-14,Neoclouds,0.49889345133807705,1.0,0.2341963353547765
2025-10-14,Server providers,0.2438171201437013,0.2341963353547765,0.9999999999999999
2025-10-15,Landlords,0.9999999999999999,0.5038430643246001,0.30020725952230365
2025-10-15,Neoclouds,0.5038430643246001,0.9999999999999998,0.2314581669911161
2025-10-15,Server providers,0.30020725952230365,0.2314581669911161,0.9999999999999999
2025-10-16,Landlords,1.0000000000000002,0.5117649575089797,0.39541819709417697
2025-10-16,Neoclouds,0.5117649575089797,1.0,0.2617754290458182
2025-10-16,Server providers,0.39541819709417697,0.2617754290458182,0.9999999999999996
2025-10-17,Landlords,1.0,0.5168426184428997,0.3901580397447587
2025-10-17,Neoclouds,0.5168426184428997,1.0,0.2561616509845818
2025-10-17,Server providers,0.3901580397447587,0.2561616509845818,0.9999999999999998
2025-10-20,Landlords,0.9999999999999999,0.5151130586356215,0.39841771108403917
2025-10-20,Neoclouds,0.5151130586356215,1.0,0.27187536640064075
2025-10-20,Server providers,0.39841771108403917,0.27187536640064075,0.9999999999999998
2025-10-21,Landlords,0.9999999999999998,0.531486397635836,0.37491451252237595
2025-10-21,Neoclouds,0.531486397635836,1.0,0.26614046190077856
2025-10-21,Server providers,0.37491451252237595,0.26614046190077856,0.9999999999999996
2025-10-22,Landlords,0.9999999999999996,0.5437440328834185,0.3705619241578805
2025-10-22,Neoclouds,0.5437440328834185,0.9999999999999998,0.2652851229395456
2025-10-22,Server providers,0.3705619241578805,0.2652851229395456,1.0
2025-10-23,Landlords,0.9999999999999998,0.5456950139006769,0.37499268082527104
2025-10-23,Neoclouds,0.5456950139006769,1.0,0.27125859477257025
2025-10-23,Server providers,0.37499268082527104,0.27125859477257025,1.0
2025-10-24,Landlords,0.9999999999999996,0.5595106281050451,0.3869583704835388
2025-10-24,Neoclouds,0.5595106281050451,0.9999999999999999,0.29433813621718785
2025-10-24,Server providers,0.3869583704835388,0.29433813621718785,0.9999999999999998
2025-10-27,Landlords,1.0,0.5359284891093612,0.3440095372412719
2025-10-27,Neoclouds,0.5359284891093612,1.0,0.2656591146936235
2025-10-27,Server providers,0.3440095372412719,0.2656591146936235,0.9999999999999998
2025-10-28,Landlords,1.0,0.5428868705026294,0.33475476904995893
2025-10-28,Neoclouds,0.5428868705026294,1.0000000000000002,0.25667996186625636
2025-10-28,Server providers,0.33475476904995893,0.25667996186625636,0.9999999999999996
2025-10-29,Landlords,0.9999999999999998,0.5412335163494998,0.33721360848708304
2025-10-29,Neoclouds,0.5412335163494998,1.0000000000000002,0.2580242127692901
2025-10-29,Server providers,0.33721360848708304,0.2580242127692901,0.9999999999999998
2025-10-30,Landlords,1.0,0.5454899843332323,0.3395013155317271
2025-10-30,Neoclouds,0.5454899843332323,1.0,0.26437613986481673
2025-10-30,Server providers,0.3395013155317271,0.26437613986481673,1.0
2025-10-31,Landlords,1.0000000000000002,0.553278898733652,0.34378655605610553
2025-10-31,Neoclouds,0.553278898733652,1.0000000000000002,0.23973099024314976
2025-10-31,Server providers,0.34378655605610553,0.23973099024314976,0.9999999999999997
2025-11-03,Landlords,0.9999999999999998,0.5603698971683058,0.3568444794297887
2025-11-03,Neoclouds,0.5603698971683058,1.0000000000000007,0.23550158816857877
2025-11-03,Server providers,0.3568444794297887,0.23550158816857877,0.9999999999999997
2025-11-04,Landlords,1.0,0.5758864488105178,0.37787818343270807
2025-11-04,Neoclouds,0.5758864488105178,1.0000000000000004,0.2684364263890489
2025-11-04,Server providers,0.37787818343270807,0.2684364263890489,0.9999999999999996
2025-11-05,Landlords,0.9999999999999996,0.5754029353581931,0.3781683814283019
2025-11-05,Neoclouds,0.5754029353581931,1.0,0.25225726693428413
2025-11-05,Server providers,0.3781683814283019,0.25225726693428413,0.9999999999999996
2025-11-06,Landlords,0.9999999999999998,0.5979253573684107,0.3872121242508625
2025-11-06,Neoclouds,0.5979253573684107,1.0000000000000002,0.2712770410430861
2025-11-06,Server providers,0.3872121242508625,0.2712770410430861,0.9999999999999998
2025-11-07,Landlords,0.9999999999999996,0.5967734365419227,0.38656046851981307
2025-11-07,Neoclouds,0.5967734365419227,1.0000000000000002,0.2711207818506902
2025-11-07,Server providers,0.38656046851981307,0.2711207818506902,0.9999999999999996
2025-11-10,Landlords,0.9999999999999996,0.6006375753076066,0.3868982240039449
2025-11-10,Neoclouds,0.6006375753076066,1.0000000000000002,0.27483974384576426
2025-11-10,Server providers,0.3868982240039449,0.27483974384576426,1.0
2025-11-11,Landlords,0.9999999999999994,0.6087275691609738,0.39730575042691274
2025-11-11,Neoclouds,0.6087275691609738,1.0000000000000002,0.31251621227936394
2025-11-11,Server providers,0.39730575042691274,0.31251621227936394,0.9999999999999998
2025-11-12,Landlords,0.9999999999999994,0.609915559131638,0.367475210834261
2025-11-12,Neoclouds,0.609915559131638,1.0000000000000002,0.27977289565268293
2025-11-12,Server providers,0.367475210834261,0.27977289565268293,1.0
2025-11-13,Landlords,1.0,0.63876786413254,0.4039711343086169
2025-11-13,Neoclouds,0.63876786413254,1.0000000000000002,0.3239067321092924
2025-11-13,Server providers,0.4039711343086169,0.3239067321092924,0.9999999999999998
2025-11-14,Landlords,0.9999999999999994,0.6368949513542783,0.41216506387527807
2025-11-14,Neoclouds,0.6368949513542783,1.0000000000000002,0.3298824240155037
2025-11-14,Server providers,0.41216506387527807,0.3298824240155037,1.0
2025-11-17,Landlords,0.9999999999999997,0.6362934409090208,0.3652400270681489
2025-11-17,Neoclouds,0.6362934409090208,1.0000000000000004,0.2887002439753981
2025-11-17,Server providers,0.3652400270681489,0.2887002439753981,1.0
2025-11-18,Landlords,0.9999999999999994,0.6416489935857096,0.3657078739364787
2025-11-18,Neoclouds,0.6416489935857096,1.0000000000000002,0.28614663803388457
2025-11-18,Server providers,0.3657078739364787,0.28614663803388457,0.9999999999999998
2025-11-19,Landlords,0.9999999999999998,0.6436616460197843,0.372881446480641
2025-11-19,Neoclouds,0.6436616460197843,1.0000000000000004,0.28715372826040525
2025-11-19,Server providers,0.372881446480641,0.28715372826040525,0.9999999999999997
2025-11-20,Landlords,0.9999999999999997,0.6370544065259734,0.37280608379103697
2025-11-20,Neoclouds,0.6370544065259734,1.0000000000000002,0.30177750191724534
2025-11-20,Server providers,0.37280608379103697,0.30177750191724534,0.9999999999999994
2025-11-21,Landlords,0.9999999999999994,0.6419382198859406,0.3502153947341568
2025-11-21,Neoclouds,0.6419382198859406,1.0000000000000004,0.28821984512135007
2025-11-21,Server providers,0.3502153947341568,0.28821984512135007,0.9999999999999997
2025-11-24,Landlords,0.9999999999999997,0.6575919615233814,0.3856334319237272
2025-11-24,Neoclouds,0.6575919615233814,1.0000000000000002,0.34721596690815154
2025-11-24,Server providers,0.3856334319237272,0.34721596690815154,0.9999999999999998
2025-11-25,Landlords,0.9999999999999997,0.6577405353832838,0.38487849969427
2025-11-25,Neoclouds,0.6577405353832838,1.0000000000000002,0.34545751844762246
2025-11-25,Server providers,0.38487849969427,0.34545751844762246,0.9999999999999998
2025-11-26,Landlords,0.9999999999999997,0.6590466175327847,0.40912762238759964
2025-11-26,Neoclouds,0.6590466175327847,1.0000000000000004,0.3610241420482233
2025-11-26,Server providers,0.40912762238759964,0.3610241420482233,0.9999999999999997
2025-11-28,Landlords,0.9999999999999994,0.6456660048939109,0.4179066353179059
2025-11-28,Neoclouds,0.6456660048939109,1.0000000000000004,0.3718954811258372
2025-11-28,Server providers,0.4179066353179059,0.3718954811258372,0.9999999999999997
2025-12-01,Landlords,0.9999999999999997,0.6279876298200274,0.4167764729736276
2025-12-01,Neoclouds,0.6279876298200274,1.0000000000000002,0.369186994981331
2025-12-01,Server providers,0.4167764729736276,0.369186994981331,0.9999999999999998
2025-12-02,Landlords,0.9999999999999997,0.63319346897531,0.40597529417667827
2025-12-02,Neoclouds,0.63319346897531,1.0000000000000002,0.3514883056214765
2025-12-02,Server providers,0.40597529417667827,0.3514883056214765,0.9999999999999998
2025-12-03,Landlords,0.9999999999999997,0.5801709642115204,0.4258917628724848
2025-12-03,Neoclouds,0.5801709642115204,1.0000000000000004,0.41205279628149455
2025-12-03,Server providers,0.4258917628724848,0.41205279628149455,0.9999999999999998
2025-12-04,Landlords,0.9999999999999997,0.5523663643239993,0.40393404620348816
2025-12-04,Neoclouds,0.5523663643239993,1.0000000000000004,0.41315908044617167
2025-12-04,Server providers,0.40393404620348816,0.41315908044617167,0.9999999999999998
2025-12-05,Landlords,0.9999999999999998,0.5935607668754732,0.3973056522645226
2025-12-05,Neoclouds,0.5935607668754732,1.0000000000000007,0.4188787963276201
2025-12-05,Server providers,0.3973056522645226,0.4188787963276201,0.9999999999999998
2025-12-08,Landlords,0.9999999999999996,0.5930257383243744,0.3991466716504041
2025-12-08,Neoclouds,0.5930257383243744,1.0000000000000007,0.4205936857745719
2025-12-08,Server providers,0.3991466716504041,0.4205936857745719,0.9999999999999997
2025-12-09,Landlords,0.9999999999999996,0.582176737028532,0.3990110784556801
2025-12-09,Neoclouds,0.582176737028532,1.0000000000000002,0.4196840123059846
2025-12-09,Server providers,0.3990110784556801,0.4196840123059846,1.0
2025-12-10,Landlords,0.9999999999999996,0.6112523553420851,0.407630468873295
2025-12-10,Neoclouds,0.6112523553420851,1.0000000000000004,0.4042432875636592
2025-12-10,Server providers,0.407630468873295,0.4042432875636592,0.9999999999999998
2025-12-11,Landlords,0.9999999999999996,0.6097251021833892,0.4034255340183259
2025-12-11,Neoclouds,0.6097251021833892,1.0000000000000004,0.3973231328562645
2025-12-11,Server providers,0.4034255340183259,0.3973231328562645,0.9999999999999997
2025-12-12,Landlords,0.9999999999999996,0.6249140076869822,0.417759698731542
