ticker,date,primary_close,secondary_close,difference,source
ELMT,2026-08-07,16.860000610351562,16.86,6.103515630684342e-07,https://stockanalysis.com/stocks/elmt/history/
ELMT,2026-08-06,16.309999465942383,16.31,-5.340576159085231e-07,https://stockanalysis.com/stocks/elmt/history/
ELMT,2026-08-05,15.8100004196167,15.81,4.196166987213701e-07,https://stockanalysis.com/stocks/elmt/history/
ELMT,2026-08-04,15.800000190734863,15.8,1.9073486257070726e-07,https://stockanalysis.com/stocks/elmt/history/
ELMT,2026-08-03,14.359999656677246,14.36,-3.433227533378158e-07,https://stockanalysis.com/stocks/elmt/history/
ELMT,2026-07-31,13.90999984741211,13.91,-1.5258789076710855e-07,https://stockanalysis.com/stocks/elmt/history/
ELMT,2026-07-30,13.619999885559082,13.62,-1.1444091718715299e-07,https://stockanalysis.com/stocks/elmt/history/
ELMT,2026-07-29,12.739999771118164,12.74,-2.2888183615066282e-07,https://stockanalysis.com/stocks/elmt/history/
ELMT,2026-07-28,14.489999771118164,14.49,-2.2888183615066282e-07,https://stockanalysis.com/stocks/elmt/history/
ELMT,2026-07-27,14.710000038146973,14.71,3.814697180359872e-08,https://stockanalysis.com/stocks/elmt/history/
ELMT,2026-07-24,14.25,14.25,0.0,https://stockanalysis.com/stocks/elmt/history/
ELMT,2026-07-23,14.90999984741211,14.91,-1.5258789076710855e-07,https://stockanalysis.com/stocks/elmt/history/
ELMT,2026-07-22,15.270000457763672,15.27,4.5776367230132564e-07,https://stockanalysis.com/stocks/elmt/history/
ELMT,2026-07-21,15.65999984741211,15.66,-1.5258789076710855e-07,https://stockanalysis.com/stocks/elmt/history/
ELMT,2026-07-20,14.390000343322754,14.39,3.433227533378158e-07,https://stockanalysis.com/stocks/elmt/history/
ELMT,2026-07-17,14.40999984741211,14.41,-1.5258789076710855e-07,https://stockanalysis.com/stocks/elmt/history/
ELMT,2026-07-16,14.460000038146973,14.46,3.814697180359872e-08,https://stockanalysis.com/stocks/elmt/history/
ELMT,2026-07-15,14.989999771118164,14.99,-2.2888183615066282e-07,https://stockanalysis.com/stocks/elmt/history/
ELMT,2026-07-14,14.609999656677246,14.61,-3.433227533378158e-07,https://stockanalysis.com/stocks/elmt/history/
ELMT,2026-07-13,14.670000076293944,14.67,7.629394360719743e-08,https://stockanalysis.com/stocks/elmt/history/
ELMT,2026-07-10,15.84000015258789,15.84,1.5258789076710855e-07,https://stockanalysis.com/stocks/elmt/history/
