task,ticker,expanded,reduced,n,observed_mean_loss_reduction,bootstrap_se,detectable_loss_reduction,benchmark_mean_loss,detectable_in_benchmark_units,note
return,CRS,elastic_full,historical_mean,44,-0.001087502499860334,0.0013086459649913177,0.003666283191262857,0.021196229082876276,0.17296865291122582,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,CRS,forest_full,historical_mean,44,-0.0009984255832345586,0.0007284445538688295,0.0020407994943338085,0.021196229082876276,0.09628125296977952,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,CRS,boost_full,historical_mean,44,-0.0004092923308584054,0.000511172317204361,0.0014320928077882912,0.021196229082876276,0.06756356530158616,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,CRS,pooled_boost,historical_mean,44,-7.353246369882355e-05,0.00024359841382386524,0.0006824617153247066,0.021196229082876276,0.03219731739340582,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,CRS,arimax,historical_mean,44,-0.0015061564542478841,0.0017362732171897943,0.004864317379884376,0.021196229082876276,0.22948975314736972,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,CRS,core_ridge_financial_ext,historical_mean,44,-0.0027725821920845527,0.0016242971940913025,0.004550607008788564,0.021196229082876276,0.2146894615545011,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,ENTG,A1_market,historical_mean,44,-0.008017703568373061,0.004388044001728612,0.012293479211672155,0.02088902630703256,0.5885137502810935,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,ENTG,ridge_full,without_valuation,44,9.842212766293814e-05,0.00035536587622315893,0.0009955877858485649,0.02088902630703256,0.04766080386970394,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,ENTG,arimax,arma_static,44,-0.0002291606720700059,0.00044168118616902803,0.001237407482289751,0.02088902630703256,0.05923720254367058,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,ENTG,core_pe_difference,core_pe_level,44,0.00032499509394460607,0.0010144828440097333,0.0028421601398068734,0.02088902630703256,0.13605996268241682,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,ENTG,distributed_all_lag1,core_ridge,44,-0.0005807941535418544,0.00040265161648978356,0.0011280628168070695,0.02088902630703256,0.054002651929606335,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,ENTG,P1_financial,historical_mean,44,-0.0012246711749578003,0.0007290093396115328,0.002042381789721967,0.02088902630703256,0.09777295311435233,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,ENTG,zero,historical_mean,44,-0.0005197606811127493,0.0009055701728119871,0.0025370320101140696,0.02088902630703256,0.12145286107758622,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,ENTG,ar1,historical_mean,44,0.00039423359176022737,0.0009684963671042452,0.0027133251058753644,0.02088902630703256,0.12989236865300363,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,ENTG,core_ols,historical_mean,44,-0.0016723461333760757,0.0018242178309709764,0.005110701709866389,0.02088902630703256,0.24465964256772493,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,ENTG,core_ridge,historical_mean,44,-0.0005466827191963761,0.0006318391536674669,0.0017701512331397837,0.02088902630703256,0.0847407249682978,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,ENTG,core_financial_changes,historical_mean,44,-0.0004980759385372649,0.000788834995257755,0.00220998846224434,0.02088902630703256,0.1057966240149891,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,ENTG,ridge_full,historical_mean,44,-0.0014505320881291201,0.0009562650796819845,0.0026790581118346676,0.02088902630703256,0.12825193824054537,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,ENTG,lasso_full,historical_mean,44,-0.001254326699899936,0.00047130128214689567,0.0013203907053404324,0.02088902630703256,0.06320977751346436,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,ENTG,elastic_full,historical_mean,44,-0.001574032071486552,0.0005766288841379953,0.001615474958137983,0.02088902630703256,0.07733605838746598,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,ENTG,forest_full,historical_mean,44,0.0,0.0,0.0,0.02088902630703256,0.0,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,ENTG,boost_full,historical_mean,44,0.0,0.0,0.0,0.02088902630703256,0.0,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,ENTG,pooled_boost,historical_mean,44,0.0002152499686454254,0.00047061456898542676,0.0013184668198981775,0.02088902630703256,0.06311767722051739,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,ENTG,arimax,historical_mean,44,-0.0019015160736384276,0.002066708543025928,0.00579006010428923,0.02088902630703256,0.2771819049478592,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,ENTG,core_ridge_financial_ext,historical_mean,44,-0.0028243218922681945,0.0026164154350876603,0.0073301108073842,0.02088902630703256,0.35090725147473356,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,MTRN,A1_market,historical_mean,44,-0.0001880113339044258,0.0005772683951123528,0.0016172666026305642,0.017784730824549237,0.09093568064567852,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,MTRN,ridge_full,without_valuation,44,-0.0003790523752503333,0.00028652458749162286,0.0008027230489424465,0.017784730824549237,0.04513551860084405,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,MTRN,arimax,arma_static,44,-0.001979199677822399,0.0020135264107546493,0.005641065828650286,0.017784730824549237,0.31718589863972607,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,MTRN,core_pe_difference,core_pe_level,44,-0.00044345606544915,0.00041709114800395796,0.001168516394853657,0.017784730824549237,0.06570335004681038,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,MTRN,distributed_all_lag1,core_ridge,44,-0.0001398406513754377,0.0005472371811905012,0.0015331315976251164,0.017784730824549237,0.08620493685003379,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,MTRN,P1_financial,historical_mean,44,0.0,0.0,0.0,0.017784730824549237,0.0,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,MTRN,zero,historical_mean,44,-0.0007414304911903702,0.0007217179365423954,0.0020219543026641683,0.017784730824549237,0.11369046417464775,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,MTRN,ar1,historical_mean,44,-0.00022377669176198243,0.00020003870619840806,0.000560425482335903,0.017784730824549237,0.03151160891129806,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,MTRN,core_ols,historical_mean,44,-0.0015093428896143027,0.0018638531827193773,0.005221743525439417,0.017784730824549237,0.2936082405155977,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,MTRN,core_ridge,historical_mean,44,-0.0013895352391631163,0.0012615755411987666,0.0035344113877553325,0.017784730824549237,0.19873291435350773,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,MTRN,core_financial_changes,historical_mean,44,0.0003885060807718677,0.0011832361179899586,0.00331493681769804,0.017784730824549237,0.18639229631309637,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,MTRN,ridge_full,historical_mean,44,-0.0003790523752503333,0.00028652458749162286,0.0008027230489424465,0.017784730824549237,0.04513551860084405,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,MTRN,lasso_full,historical_mean,44,-0.0003285776114375876,0.000330936718129649,0.0009271474176428426,0.017784730824549237,0.05213165308991072,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,MTRN,elastic_full,historical_mean,44,-0.0005119705505845861,0.0004569917621253151,0.0012803013655696806,0.017784730824549237,0.07198879635571491,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,MTRN,forest_full,historical_mean,44,0.0,0.0,0.0,0.017784730824549237,0.0,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,MTRN,boost_full,historical_mean,44,0.0,0.0,0.0,0.017784730824549237,0.0,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,MTRN,pooled_boost,historical_mean,44,0.00048616458966619475,0.00041186680245161274,0.0011538799455798924,0.017784730824549237,0.06488037164932116,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,MTRN,arimax,historical_mean,44,-0.0034885548080835897,0.002526247810405431,0.007077498522922107,0.017784730824549237,0.3979536487081744,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
return,MTRN,core_ridge_financial_ext,historical_mean,44,-0.0004814660155423674,0.0005778506319914832,0.001618897788864576,0.017784730824549237,0.09102739899947898,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ATI,ewma94,historical_variance63,44,-0.07023660692674077,0.05176833586071533,0.14503340451368757,0.2960573477040436,0.4898828069576287,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ATI,arch1,historical_variance63,44,-0.0917693900835276,0.08104836468165245,0.22706390044434668,0.2960573477040436,0.7669591793794395,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ATI,garch11,historical_variance63,44,-0.015061997193102361,0.05776079980130582,0.16182180290972087,0.2960573477040436,0.5465893826472008,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ATI,variance_ridge_persistence,historical_variance63,44,0.022918934132066485,0.03952720089149264,0.11073882173098754,0.2960573477040436,0.3740451726321908,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ATI,pooled_variance_persistence,variance_ridge_persistence,44,0.006955402698531843,0.007233735980487069,0.020265927794664493,0.2960573477040436,0.06845271009765146,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ATI,pooled_variance_external,variance_ridge_external,44,0.004158720069299227,0.017644798854019265,0.04943340764599702,0.2960573477040436,0.1669724059522872,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ATI,variance_ridge_external,variance_ridge_persistence,44,0.02128714806029117,0.017570787449219496,0.049226058388338205,0.2960573477040436,0.16627203739441546,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ATI,pooled_variance_external,pooled_variance_persistence,44,0.018490465431058555,0.009174572501383777,0.02570334670238251,0.2960573477040436,0.08681881028022008,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ATI,pooled_ridge,historical_variance63,44,0.056283468940763304,0.05059658450594737,0.1417506432388658,0.2960573477040436,0.4787945455100412,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ATI,business_pair_ridge,historical_variance63,44,0.018213928135293777,0.053843773227308114,0.1508479191610532,0.2960573477040436,0.5095226324592007,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ATI,garchx_industry,historical_variance63,44,0.05690243747010196,0.038973323290360976,0.10918708643101319,0.2960573477040436,0.3688038391135052,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ATI,variance_ridge,historical_variance63,44,0.03674549492209992,0.034786606845918354,0.09745764352783225,0.2960573477040436,0.32918501865813055,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ATI,pooled_variance_persistence,historical_variance63,44,0.029874336830598328,0.04123734525091051,0.1155299368891719,0.2960573477040436,0.3902282371476976,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ATI,pooled_variance_external,historical_variance63,44,0.048364802261656896,0.04263101655409653,0.1194344258110861,0.2960573477040436,0.40341652297202835,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,ATI,variance_ridge_external,historical_variance63,44,0.04420608219235766,0.039051674553302114,0.10940659417108956,0.2960573477040436,0.3695452756688844,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,CRS,ewma94,historical_variance63,44,-0.01703759551264877,0.018231266085172886,0.05107644557170464,0.22125611774880447,0.23084760815378913,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,CRS,arch1,historical_variance63,44,0.006196600906877786,0.046437130202680886,0.13009757754741805,0.22125611774880447,0.5879953913641378,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,CRS,garch11,historical_variance63,44,0.0523572964726508,0.028801263010351928,0.08068919271278577,0.22125611774880447,0.36468683231798127,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
variance,CRS,variance_ridge_persistence,historical_variance63,44,0.049305889591797485,0.024007153858433,0.06725808737874961,0.22125611774880447,0.3039829499996414,"80% power, two-sided 5%, normal approximation with the bootstrap SE taken as known. For returns the last column is OOS R-squared points relative to the historical mean."
