task,horizon,ticker,expanded,reduced,sample,comparison_type,metric,fallback_origins,identical_share,n,mean_loss_reduction,lo,hi,pvalue,bootstrap_se,block,replications,confidence,monte_carlo_resolution,interpretation
market_relative_return,1,ATI,boost_full,ridge_full,operational,isolating: same history and target,MSE,0,1.0,44,0.0,0.0,0.0,1.0,0.0,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,ATI,ridge_full,historical_mean,operational,isolating: same history and target,MSE,0,1.0,44,0.0,0.0,0.0,1.0,0.0,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,ATI,boost_full,historical_mean,operational,isolating: same history and target,MSE,0,1.0,44,0.0,0.0,0.0,1.0,0.0,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,ATI,boost_full,historical_mean,operational,isolating: same history and target,MSE,0,1.0,44,0.0,0.0,0.0,1.0,0.0,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,ATI,boost_full,historical_mean,operational,isolating: same history and target,MSE,0,1.0,44,0.0,0.0,0.0,1.0,0.0,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,CRS,boost_full,ridge_full,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,0.0003539601738979062,-0.001758460722111528,0.002376069093406603,0.759,0.0010593263172669074,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,CRS,boost_full,ridge_full,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,0.0003539601738979062,-0.0012481468943586914,0.002113594560835196,0.685,0.0008486657121310824,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,CRS,boost_full,ridge_full,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,0.0003539601738979062,-0.000727669207744738,0.0015885634510828812,0.551,0.000586169472478801,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,CRS,zero,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,-0.0010219130806100986,-0.001889331541676964,-6.96100742978359e-05,0.034,0.0004528242214533135,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,CRS,zero,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,-0.0010219130806100986,-0.00188827447027358,-0.00022171523045146524,0.014,0.00042585417470697044,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,CRS,zero,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,-0.0010219130806100986,-0.0016225234724567663,-0.0003688100675142749,0.003,0.000327056437542299,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,CRS,core_ridge,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.001630574722580818,-0.004551590637695643,0.0005014330192708946,0.182,0.0012756377159552825,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,CRS,core_ridge,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.001630574722580818,-0.004192510491532691,0.0005593928580543477,0.183,0.0012463284087446927,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,CRS,core_ridge,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.001630574722580818,-0.003783814712951736,0.0001968577876619925,0.1,0.0010481401782595652,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,CRS,ridge_full,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.0008372859081446971,-0.003654573003171703,0.0018881354950711095,0.569,0.0013799641065672832,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,CRS,ridge_full,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.0008372859081446971,-0.003500779954789772,0.001323223436687828,0.565,0.001229243416974738,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,CRS,ridge_full,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.0008372859081446971,-0.002816559246749333,0.0007995642156353569,0.394,0.000945775026213618,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,CRS,boost_full,historical_mean,operational,isolating: same history and target,MSE,0,0.8181818181818182,44,-0.000483325734246791,-0.0015010679398725262,0.00026239074512643266,0.324,0.00045873309197523257,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,CRS,boost_full,historical_mean,operational,isolating: same history and target,MSE,0,0.8181818181818182,44,-0.000483325734246791,-0.0015460255339019276,0.00019927488603464658,0.396,0.00047433890846272365,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,CRS,boost_full,historical_mean,operational,isolating: same history and target,MSE,0,0.8181818181818182,44,-0.000483325734246791,-0.0014499772027403732,0.00019927488603464658,0.421,0.000442305996156545,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,ENTG,boost_full,ridge_full,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,0.0008845759030451529,0.00010927399940311516,0.0017602905703013915,0.02,0.00042768248484892476,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,ENTG,boost_full,ridge_full,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,0.0008845759030451529,8.680339275765327e-05,0.00194903920163554,0.023,0.000492686052306823,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,ENTG,boost_full,ridge_full,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,0.0008845759030451529,6.291389198011173e-05,0.0021065007802759817,0.023,0.0005498466476053828,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,ENTG,zero,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,0.00010198963668496732,-0.0007356031379833379,0.0009513386089416806,0.766,0.0004262493457357864,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,ENTG,zero,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,0.00010198963668496732,-0.0007251221848241243,0.0009622345793552575,0.778,0.00043115543862375327,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,ENTG,zero,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,0.00010198963668496732,-0.000732793347608388,0.0009305671631869632,0.811,0.00043859351232221767,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,ENTG,core_ridge,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.0012020846988279167,-0.0034547138598883466,0.00078669295311803,0.269,0.0010805012441767272,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,ENTG,core_ridge,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.0012020846988279167,-0.0037283418229714345,0.0005483936985153356,0.217,0.0010840775992474387,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,ENTG,core_ridge,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.0012020846988279167,-0.0033574879923641988,0.0004291038462398329,0.153,0.0009850779087715478,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,ENTG,ridge_full,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.0008845759030451529,-0.0017602905703013915,-0.00010927399940311516,0.02,0.0004276824848489248,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,ENTG,ridge_full,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.0008845759030451529,-0.00194903920163554,-8.680339275765327e-05,0.023,0.0004926860523068229,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,ENTG,ridge_full,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.0008845759030451529,-0.0021065007802759817,-6.291389198011173e-05,0.023,0.0005498466476053828,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,ENTG,boost_full,historical_mean,operational,isolating: same history and target,MSE,0,1.0,44,0.0,0.0,0.0,1.0,0.0,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,ENTG,boost_full,historical_mean,operational,isolating: same history and target,MSE,0,1.0,44,0.0,0.0,0.0,1.0,0.0,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,ENTG,boost_full,historical_mean,operational,isolating: same history and target,MSE,0,1.0,44,0.0,0.0,0.0,1.0,0.0,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,MTRN,boost_full,ridge_full,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,0.0003276410601002928,-0.0013439370182362588,0.002112566294814013,0.7,0.0008666367669195811,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,MTRN,boost_full,ridge_full,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,0.0003276410601002928,-0.0011202643959987448,0.0018637701079560658,0.709,0.0007637708007216396,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,MTRN,boost_full,ridge_full,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,0.0003276410601002928,-0.0010938741517573661,0.0018813265982645481,0.72,0.0007804536747839227,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,MTRN,zero,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,-4.789770559193308e-05,-0.0006116239518473873,0.00045385978289929176,0.948,0.00026555415456492026,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,MTRN,zero,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,-4.789770559193308e-05,-0.0005953553335961365,0.0004187729750408288,0.898,0.00025715528632938773,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,MTRN,zero,historical_mean,operational,isolating: same history and target,MSE,0,0.0,44,-4.789770559193308e-05,-0.000646043394083798,0.00044628429036292996,0.951,0.0002847150884206098,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,MTRN,core_ridge,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.0003675971246884095,-0.0018272560226275075,0.0008848178159904345,0.607,0.0006827693133017887,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,MTRN,core_ridge,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.0003675971246884095,-0.0016464534572118064,0.0008138963007014007,0.565,0.0006228990064838208,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,MTRN,core_ridge,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.0003675971246884095,-0.0013307396773093805,0.0006049340334374061,0.474,0.0004963864560177186,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,MTRN,ridge_full,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.0005989952396173929,-0.002182122210928804,0.0006130656034364296,0.402,0.0006936811620863522,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,MTRN,ridge_full,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.0005989952396173929,-0.0018677670246499396,0.00039235430520315624,0.341,0.000599682426869303,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,MTRN,ridge_full,historical_mean,operational,isolating: same history and target,MSE,0,0.2727272727272727,44,-0.0005989952396173929,-0.0019846447720679432,0.0004451710215404554,0.399,0.000637555338726341,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,MTRN,boost_full,historical_mean,operational,isolating: same history and target,MSE,0,0.7272727272727273,44,-0.0002713541795171,-0.0014101089325713001,0.0007024529264876354,0.625,0.0005370688729473808,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,MTRN,boost_full,historical_mean,operational,isolating: same history and target,MSE,0,0.7272727272727273,44,-0.0002713541795171,-0.0011559098753945924,0.00035003441037578407,0.557,0.0003868621358523474,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
market_relative_return,1,MTRN,boost_full,historical_mean,operational,isolating: same history and target,MSE,0,0.7272727272727273,44,-0.0002713541795171,-0.0009707020816330834,0.00029093385737165317,0.491,0.0003188104176448802,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A1_market,historical_mean,operational,isolating: same history and target,MSE,0,0.5454545454545454,44,-0.00027528621566840264,-0.0007125397110576364,2.70784949097166e-05,0.078,0.000186734880760152,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A1_market,historical_mean,operational,isolating: same history and target,MSE,0,0.5454545454545454,44,-0.00027528621566840264,-0.0006596267373836081,-1.5204286514268493e-05,0.034,0.00017058645477030312,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A1_market,historical_mean,operational,isolating: same history and target,MSE,0,0.5454545454545454,44,-0.00027528621566840264,-0.0006427293969053292,-3.056165362576556e-05,0.015,0.0001640749618225517,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A2_financial,A1_market,operational,isolating: same history and target,MSE,0,0.5454545454545454,44,0.00027528621566840264,-2.70784949097166e-05,0.0007125397110576364,0.078,0.000186734880760152,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A2_financial,A1_market,operational,isolating: same history and target,MSE,0,0.5454545454545454,44,0.00027528621566840264,1.5204286514268493e-05,0.0006596267373836081,0.034,0.00017058645477030312,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A2_financial,A1_market,operational,isolating: same history and target,MSE,0,0.5454545454545454,44,0.00027528621566840264,3.056165362576556e-05,0.0006427293969053292,0.015,0.0001640749618225517,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A3_valuation,A2_financial,operational,isolating: same history and target,MSE,0,1.0,44,0.0,0.0,0.0,1.0,0.0,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A3_valuation,A2_financial,operational,isolating: same history and target,MSE,0,1.0,44,0.0,0.0,0.0,1.0,0.0,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A3_valuation,A2_financial,operational,isolating: same history and target,MSE,0,1.0,44,0.0,0.0,0.0,1.0,0.0,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A4_momentum,A3_valuation,operational,isolating: same history and target,MSE,0,0.8181818181818182,44,-0.00020218797862473143,-0.0008969221014019784,0.00025552594291938915,0.552,0.00029145389348783667,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A4_momentum,A3_valuation,operational,isolating: same history and target,MSE,0,0.8181818181818182,44,-0.00020218797862473143,-0.0007813466140689775,0.0002042608174794722,0.518,0.00025041528426562176,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A4_momentum,A3_valuation,operational,isolating: same history and target,MSE,0,0.8181818181818182,44,-0.00020218797862473143,-0.0006799325803022233,0.0002042608174794722,0.516,0.00021974703265178626,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A5_risk,A4_momentum,operational,isolating: same history and target,MSE,0,0.8181818181818182,44,5.477019303252689e-05,-8.516875394503858e-06,0.00016163840342547605,0.25,4.5757267769482927e-05,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A5_risk,A4_momentum,operational,isolating: same history and target,MSE,0,0.8181818181818182,44,5.477019303252689e-05,-5.2041812748373045e-06,0.00016184423096493011,0.224,4.603842292432714e-05,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A5_risk,A4_momentum,operational,isolating: same history and target,MSE,0,0.8181818181818182,44,5.477019303252689e-05,-9.479936982083121e-07,0.0001592737030040178,0.311,4.5766250800700746e-05,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A6_industry,A5_risk,operational,isolating: same history and target,MSE,0,0.8181818181818182,44,0.0001474177855922045,-0.00026134800777113183,0.0007554014054030327,0.636,0.000254008610373409,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A6_industry,A5_risk,operational,isolating: same history and target,MSE,0,0.8181818181818182,44,0.0001474177855922045,-0.00020504150599640612,0.0006334165504816257,0.557,0.00021201391188082136,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A6_industry,A5_risk,operational,isolating: same history and target,MSE,0,0.8181818181818182,44,0.0001474177855922045,-0.00020504150599640612,0.0005597742980097604,0.531,0.00017977220302376937,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A7_business,A6_industry,operational,isolating: same history and target,MSE,0,0.8181818181818182,44,0.000194200082099293,-0.0007546044881110626,0.0012877292666156836,0.75,0.0005162879410055467,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A7_business,A6_industry,operational,isolating: same history and target,MSE,0,0.8181818181818182,44,0.000194200082099293,-0.0003837272500825167,0.0009781116153149934,0.674,0.00035069244373387717,6,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A7_business,A6_industry,operational,isolating: same history and target,MSE,0,0.8181818181818182,44,0.000194200082099293,-0.00027990724410498696,0.0008191273380585853,0.612,0.00027491851485877706,12,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
return,1,ATI,A8_transform,A7_business,operational,isolating: same history and target,MSE,0,0.8181818181818182,44,8.104488858855577e-05,-0.00016532872965020212,0.0003883807432461922,0.63,0.00014243079003782257,3,1999,0.95,0.001,Positive favours the expanded model. Pointwise interval and unadjusted p-value from one circular block bootstrap; conditional on saved forecasts; exploratory unless in a declared family.
