ticker,task,horizon,window,model,date,origin,target_end,actual,prediction,benchmark,train_n,pool_n,high_vol_regime,rate_rising_regime,fallback
ENTG,return,1,expanding,pooled_forest,2023-02-28,2023-02-28,2023-03-31,-0.0377802586219574,0.01247636056161211,0.027014144647670463,86,344,0.0,1.0,False
MTRN,return,1,expanding,pooled_forest,2023-02-28,2023-02-28,2023-03-31,0.0386820721121869,0.00894325943095613,0.022062153482121167,86,344,0.0,1.0,False
ATI,return,1,expanding,pooled_boost,2023-02-28,2023-02-28,2023-03-31,-0.0292743517032507,0.008760400214654237,0.028229061921142717,86,344,0.0,1.0,False
CRS,return,1,expanding,pooled_boost,2023-02-28,2023-02-28,2023-03-31,-0.0738671848370938,0.013402438640915098,0.017762703391350033,86,344,0.0,1.0,False
ENTG,return,1,expanding,pooled_boost,2023-02-28,2023-02-28,2023-03-31,-0.0377802586219574,0.013402438640915098,0.027014144647670463,86,344,0.0,1.0,False
MTRN,return,1,expanding,pooled_boost,2023-02-28,2023-02-28,2023-03-31,0.0386820721121869,0.013402438640915098,0.022062153482121167,86,344,0.0,1.0,False
ATI,return,1,expanding,panel_company_effects,2023-02-28,2023-02-28,2023-03-31,-0.0292743517032507,0.013057216391010623,0.028229061921142717,86,344,0.0,1.0,False
CRS,return,1,expanding,panel_company_effects,2023-02-28,2023-02-28,2023-03-31,-0.0738671848370938,0.026558657625939872,0.017762703391350033,86,344,0.0,1.0,False
ENTG,return,1,expanding,panel_company_effects,2023-02-28,2023-02-28,2023-03-31,-0.0377802586219574,0.026171737801579754,0.027014144647670463,86,344,0.0,1.0,False
MTRN,return,1,expanding,panel_company_effects,2023-02-28,2023-02-28,2023-03-31,0.0386820721121869,0.0477089930130898,0.022062153482121167,86,344,0.0,1.0,False
ENTG,return,1,expanding,business_pair_ridge,2023-02-28,2023-02-28,2023-03-31,-0.0377802586219574,-0.03745903026502382,0.027014144647670463,86,172,0.0,1.0,False
MTRN,return,1,expanding,business_pair_ridge,2023-02-28,2023-02-28,2023-03-31,0.0386820721121869,0.02416936291353841,0.022062153482121167,86,172,0.0,1.0,False
ATI,return,1,expanding,business_pair_ridge,2023-02-28,2023-02-28,2023-03-31,-0.0292743517032507,0.04175858747819841,0.028229061921142717,86,172,0.0,1.0,False
CRS,return,1,expanding,business_pair_ridge,2023-02-28,2023-02-28,2023-03-31,-0.0738671848370938,0.07960852321652843,0.017762703391350033,86,172,0.0,1.0,False
ATI,variance,1,expanding,pooled_ridge,2023-02-28,2023-02-28,2023-03-31,0.000719836026539,0.0005315964534554099,0.0006119325606454947,86,344,0.0,1.0,False
CRS,variance,1,expanding,pooled_ridge,2023-02-28,2023-02-28,2023-03-31,0.0012918482986716,0.0007064023531727448,0.0006610490600253207,86,344,0.0,1.0,False
ENTG,variance,1,expanding,pooled_ridge,2023-02-28,2023-02-28,2023-03-31,0.0009330748399229,0.0009021606563521424,0.0011812863640683162,86,344,0.0,1.0,False
MTRN,variance,1,expanding,pooled_ridge,2023-02-28,2023-02-28,2023-03-31,0.0004630989322745,0.000538624567900081,0.0012969202387100507,86,344,0.0,1.0,False
ATI,variance,1,expanding,pooled_forest,2023-02-28,2023-02-28,2023-03-31,0.000719836026539,0.000660929233648136,0.0006119325606454947,86,344,0.0,1.0,False
CRS,variance,1,expanding,pooled_forest,2023-02-28,2023-02-28,2023-03-31,0.0012918482986716,0.0007304124932420759,0.0006610490600253207,86,344,0.0,1.0,False
ENTG,variance,1,expanding,pooled_forest,2023-02-28,2023-02-28,2023-03-31,0.0009330748399229,0.0011034915950770417,0.0011812863640683162,86,344,0.0,1.0,False
MTRN,variance,1,expanding,pooled_forest,2023-02-28,2023-02-28,2023-03-31,0.0004630989322745,0.0007576633112368621,0.0012969202387100507,86,344,0.0,1.0,False
ATI,variance,1,expanding,pooled_boost,2023-02-28,2023-02-28,2023-03-31,0.000719836026539,0.0006321457220003318,0.0006119325606454947,86,344,0.0,1.0,False
CRS,variance,1,expanding,pooled_boost,2023-02-28,2023-02-28,2023-03-31,0.0012918482986716,0.0007351512376965314,0.0006610490600253207,86,344,0.0,1.0,False
ENTG,variance,1,expanding,pooled_boost,2023-02-28,2023-02-28,2023-03-31,0.0009330748399229,0.0009394003648479267,0.0011812863640683162,86,344,0.0,1.0,False
MTRN,variance,1,expanding,pooled_boost,2023-02-28,2023-02-28,2023-03-31,0.0004630989322745,0.0007155587930584456,0.0012969202387100507,86,344,0.0,1.0,False
ATI,variance,1,expanding,panel_company_effects,2023-02-28,2023-02-28,2023-03-31,0.000719836026539,0.0010652708680450578,0.0006119325606454947,86,344,0.0,1.0,False
CRS,variance,1,expanding,panel_company_effects,2023-02-28,2023-02-28,2023-03-31,0.0012918482986716,0.0007910545937764691,0.0006610490600253207,86,344,0.0,1.0,False
ENTG,variance,1,expanding,panel_company_effects,2023-02-28,2023-02-28,2023-03-31,0.0009330748399229,0.0005821685347290531,0.0011812863640683162,86,344,0.0,1.0,False
MTRN,variance,1,expanding,panel_company_effects,2023-02-28,2023-02-28,2023-03-31,0.0004630989322745,0.0006444732176650982,0.0012969202387100507,86,344,0.0,1.0,False
ENTG,variance,1,expanding,business_pair_ridge,2023-02-28,2023-02-28,2023-03-31,0.0009330748399229,0.000508449141460456,0.0011812863640683162,86,172,0.0,1.0,False
MTRN,variance,1,expanding,business_pair_ridge,2023-02-28,2023-02-28,2023-03-31,0.0004630989322745,0.00047501243737648976,0.0012969202387100507,86,172,0.0,1.0,False
ATI,variance,1,expanding,business_pair_ridge,2023-02-28,2023-02-28,2023-03-31,0.000719836026539,0.0005282583698618936,0.0006119325606454947,86,172,0.0,1.0,False
CRS,variance,1,expanding,business_pair_ridge,2023-02-28,2023-02-28,2023-03-31,0.0012918482986716,0.0006496825477168321,0.0006610490600253207,86,172,0.0,1.0,False
ATI,return,1,expanding,pooled_ridge,2023-03-31,2023-03-31,2023-04-30,-0.0212873839857342,0.010339808692120919,0.02756810314385084,87,348,1.0,0.0,False
CRS,return,1,expanding,pooled_ridge,2023-03-31,2023-03-31,2023-04-30,0.1782842642377391,0.05646555725600387,0.01670948628527597,87,348,1.0,0.0,False
ENTG,return,1,expanding,pooled_ridge,2023-03-31,2023-03-31,2023-04-30,-0.0864528438562034,0.05505040691241608,0.026269381391697728,87,348,1.0,0.0,False
MTRN,return,1,expanding,pooled_ridge,2023-03-31,2023-03-31,2023-04-30,-0.0662932187519335,-0.012876273981882746,0.02225318702959319,87,348,1.0,0.0,False
ATI,return,1,expanding,pooled_forest,2023-03-31,2023-03-31,2023-04-30,-0.0212873839857342,0.01891272904822744,0.02756810314385084,87,348,1.0,0.0,False
CRS,return,1,expanding,pooled_forest,2023-03-31,2023-03-31,2023-04-30,0.1782842642377391,0.03003476946598272,0.01670948628527597,87,348,1.0,0.0,False
ENTG,return,1,expanding,pooled_forest,2023-03-31,2023-03-31,2023-04-30,-0.0864528438562034,0.03150921392807386,0.026269381391697728,87,348,1.0,0.0,False
MTRN,return,1,expanding,pooled_forest,2023-03-31,2023-03-31,2023-04-30,-0.0662932187519335,0.03559851075788895,0.02225318702959319,87,348,1.0,0.0,False
ATI,return,1,expanding,pooled_boost,2023-03-31,2023-03-31,2023-04-30,-0.0212873839857342,0.03951626494680959,0.02756810314385084,87,348,1.0,0.0,False
CRS,return,1,expanding,pooled_boost,2023-03-31,2023-03-31,2023-04-30,0.1782842642377391,0.046300708798539814,0.01670948628527597,87,348,1.0,0.0,False
ENTG,return,1,expanding,pooled_boost,2023-03-31,2023-03-31,2023-04-30,-0.0864528438562034,0.046300708798539814,0.026269381391697728,87,348,1.0,0.0,False
MTRN,return,1,expanding,pooled_boost,2023-03-31,2023-03-31,2023-04-30,-0.0662932187519335,0.046300708798539814,0.02225318702959319,87,348,1.0,0.0,False
ATI,return,1,expanding,panel_company_effects,2023-03-31,2023-03-31,2023-04-30,-0.0212873839857342,0.003911857291299614,0.02756810314385084,87,348,1.0,0.0,False
CRS,return,1,expanding,panel_company_effects,2023-03-31,2023-03-31,2023-04-30,0.1782842642377391,0.016371457588976998,0.01670948628527597,87,348,1.0,0.0,False
ENTG,return,1,expanding,panel_company_effects,2023-03-31,2023-03-31,2023-04-30,-0.0864528438562034,0.0213656571208683,0.026269381391697728,87,348,1.0,0.0,False
MTRN,return,1,expanding,panel_company_effects,2023-03-31,2023-03-31,2023-04-30,-0.0662932187519335,0.021339056339489102,0.02225318702959319,87,348,1.0,0.0,False
ENTG,return,1,expanding,business_pair_ridge,2023-03-31,2023-03-31,2023-04-30,-0.0864528438562034,0.006064028679132118,0.026269381391697728,87,174,1.0,0.0,False
MTRN,return,1,expanding,business_pair_ridge,2023-03-31,2023-03-31,2023-04-30,-0.0662932187519335,0.0033426576306858254,0.02225318702959319,87,174,1.0,0.0,False
ATI,return,1,expanding,business_pair_ridge,2023-03-31,2023-03-31,2023-04-30,-0.0212873839857342,0.03217719804167278,0.02756810314385084,87,174,1.0,0.0,False
CRS,return,1,expanding,business_pair_ridge,2023-03-31,2023-03-31,2023-04-30,0.1782842642377391,0.07651110607104322,0.01670948628527597,87,174,1.0,0.0,False
ATI,variance,1,expanding,pooled_ridge,2023-03-31,2023-03-31,2023-04-30,0.0002689884948372,0.0006765844294481728,0.0005413446743956783,87,348,1.0,0.0,False
CRS,variance,1,expanding,pooled_ridge,2023-03-31,2023-03-31,2023-04-30,0.001202335236451,0.0008750848620262612,0.0008549616268579669,87,348,1.0,0.0,False
ENTG,variance,1,expanding,pooled_ridge,2023-03-31,2023-03-31,2023-04-30,0.0006589537627478,0.0009159224464500199,0.0010499186888950649,87,348,1.0,0.0,False
MTRN,variance,1,expanding,pooled_ridge,2023-03-31,2023-03-31,2023-04-30,0.0001708629795306,0.0006651220069856814,0.0012748816040545111,87,348,1.0,0.0,False
ATI,variance,1,expanding,pooled_forest,2023-03-31,2023-03-31,2023-04-30,0.0002689884948372,0.0006879349401971961,0.0005413446743956783,87,348,1.0,0.0,False
CRS,variance,1,expanding,pooled_forest,2023-03-31,2023-03-31,2023-04-30,0.001202335236451,0.000794675539724127,0.0008549616268579669,87,348,1.0,0.0,False
ENTG,variance,1,expanding,pooled_forest,2023-03-31,2023-03-31,2023-04-30,0.0006589537627478,0.0011033923735485208,0.0010499186888950649,87,348,1.0,0.0,False
MTRN,variance,1,expanding,pooled_forest,2023-03-31,2023-03-31,2023-04-30,0.0001708629795306,0.0006768796100637693,0.0012748816040545111,87,348,1.0,0.0,False
ATI,variance,1,expanding,pooled_boost,2023-03-31,2023-03-31,2023-04-30,0.0002689884948372,0.0006838117799340938,0.0005413446743956783,87,348,1.0,0.0,False
CRS,variance,1,expanding,pooled_boost,2023-03-31,2023-03-31,2023-04-30,0.001202335236451,0.0008079706578332807,0.0008549616268579669,87,348,1.0,0.0,False
ENTG,variance,1,expanding,pooled_boost,2023-03-31,2023-03-31,2023-04-30,0.0006589537627478,0.0011462665921008783,0.0010499186888950649,87,348,1.0,0.0,False
MTRN,variance,1,expanding,pooled_boost,2023-03-31,2023-03-31,2023-04-30,0.0001708629795306,0.0007335120835863708,0.0012748816040545111,87,348,1.0,0.0,False
ATI,variance,1,expanding,panel_company_effects,2023-03-31,2023-03-31,2023-04-30,0.0002689884948372,0.000787172176014955,0.0005413446743956783,87,348,1.0,0.0,False
CRS,variance,1,expanding,panel_company_effects,2023-03-31,2023-03-31,2023-04-30,0.001202335236451,0.0005959378659382926,0.0008549616268579669,87,348,1.0,0.0,False
ENTG,variance,1,expanding,panel_company_effects,2023-03-31,2023-03-31,2023-04-30,0.0006589537627478,0.00042457908892177155,0.0010499186888950649,87,348,1.0,0.0,False
MTRN,variance,1,expanding,panel_company_effects,2023-03-31,2023-03-31,2023-04-30,0.0001708629795306,0.0005339262985247709,0.0012748816040545111,87,348,1.0,0.0,False
ENTG,variance,1,expanding,business_pair_ridge,2023-03-31,2023-03-31,2023-04-30,0.0006589537627478,0.0007749565208442497,0.0010499186888950649,87,174,1.0,0.0,False
MTRN,variance,1,expanding,business_pair_ridge,2023-03-31,2023-03-31,2023-04-30,0.0001708629795306,0.0006210846577856454,0.0012748816040545111,87,174,1.0,0.0,False
ATI,variance,1,expanding,business_pair_ridge,2023-03-31,2023-03-31,2023-04-30,0.0002689884948372,0.0006003693639545193,0.0005413446743956783,87,174,1.0,0.0,False
CRS,variance,1,expanding,business_pair_ridge,2023-03-31,2023-03-31,2023-04-30,0.001202335236451,0.0007747114702528699,0.0008549616268579669,87,174,1.0,0.0,False
ATI,return,1,expanding,pooled_ridge,2023-04-30,2023-04-28,2023-05-31,-0.1046089386992353,0.03466571478565894,0.027012927153741918,88,352,0.0,0.0,False
CRS,return,1,expanding,pooled_ridge,2023-04-30,2023-04-28,2023-05-31,-0.1318996425863704,0.03448963469589875,0.018545563307463046,88,352,0.0,0.0,False
ENTG,return,1,expanding,pooled_ridge,2023-04-30,2023-04-28,2023-05-31,0.4067098253624202,0.05857600960933246,0.024988447013880675,88,352,0.0,0.0,False
MTRN,return,1,expanding,pooled_ridge,2023-04-30,2023-04-28,2023-05-31,-0.0724304512669036,-0.0021034422170834698,0.021246977872984924,88,352,0.0,0.0,False
ATI,return,1,expanding,pooled_forest,2023-04-30,2023-04-28,2023-05-31,-0.1046089386992353,0.029197243328365614,0.027012927153741918,88,352,0.0,0.0,False
